id;airlo_package_id;name;country_code;country_name;data_amount;validity_days;price_usd;features;is_popular;created_at;updated_at;operator_name;operator_image_url;country_image_url;package_type;coverages
8027ab6f-c279-43f6-9ce4-20e8541005b8;guay-mobile-30days-5gb;5 GB - 30 Days;ES;Spain;5 GB;30;10.0;"{""activation"":""Instant"",""coverage"":""Spain"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Guay Mobile;https://cdn.airalo.com/images/5fc90939-2b2f-40ea-87b9-52e844239d08.png;https://cdn.airalo.com/images/c9c87a09-69f5-4c5c-8d20-633539ab5aca.png;local;"[{""code"":""ES"",""name"":""ES""}]"
67704199-d30b-4134-af4c-4134cb71a99b;guay-mobile-30days-10gb;10 GB - 30 Days;ES;Spain;10 GB;30;15.5;"{""activation"":""Instant"",""coverage"":""Spain"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Guay Mobile;https://cdn.airalo.com/images/5fc90939-2b2f-40ea-87b9-52e844239d08.png;https://cdn.airalo.com/images/c9c87a09-69f5-4c5c-8d20-633539ab5aca.png;local;"[{""code"":""ES"",""name"":""ES""}]"
504e1fa3-9b19-457e-87bc-6527ae68be6e;guay-mobile-30days-20gb;20 GB - 30 Days;ES;Spain;20 GB;30;22.5;"{""activation"":""Instant"",""coverage"":""Spain"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Guay Mobile;https://cdn.airalo.com/images/5fc90939-2b2f-40ea-87b9-52e844239d08.png;https://cdn.airalo.com/images/c9c87a09-69f5-4c5c-8d20-633539ab5aca.png;local;"[{""code"":""ES"",""name"":""ES""}]"
0c860e22-fa79-4b44-bcf7-451c5e5cad16;guay-mobile-10days-unlimited;Unlimited - 10 Days;ES;Spain;Unlimited;10;35.0;"{""activation"":""Instant"",""coverage"":""Spain"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Guay Mobile;https://cdn.airalo.com/images/020d2f69-c767-49a6-84d1-5bfbb1865bb5.png;https://cdn.airalo.com/images/c9c87a09-69f5-4c5c-8d20-633539ab5aca.png;local;"[{""code"":""ES"",""name"":""ES""}]"
c029e69c-f258-4b35-a14a-013d36c796af;guay-mobile-3days-unlimited-x;Unlimited - 3 Days;ES;Spain;Unlimited;3;12.5;"{""activation"":""Instant"",""coverage"":""Spain"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Guay Mobile;https://cdn.airalo.com/images/020d2f69-c767-49a6-84d1-5bfbb1865bb5.png;https://cdn.airalo.com/images/c9c87a09-69f5-4c5c-8d20-633539ab5aca.png;local;"[{""code"":""ES"",""name"":""ES""}]"
fd304ff1-15e3-4a21-a0d8-23d6dd67d45e;guay-mobile-5days-unlimited-x;Unlimited - 5 Days;ES;Spain;Unlimited;5;20.5;"{""activation"":""Instant"",""coverage"":""Spain"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Guay Mobile;https://cdn.airalo.com/images/020d2f69-c767-49a6-84d1-5bfbb1865bb5.png;https://cdn.airalo.com/images/c9c87a09-69f5-4c5c-8d20-633539ab5aca.png;local;"[{""code"":""ES"",""name"":""ES""}]"
1be0cf17-203b-46de-a204-d27bfde4fd8c;guay-mobile-7days-unlimited-x;Unlimited - 7 Days;ES;Spain;Unlimited;7;29.5;"{""activation"":""Instant"",""coverage"":""Spain"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Guay Mobile;https://cdn.airalo.com/images/020d2f69-c767-49a6-84d1-5bfbb1865bb5.png;https://cdn.airalo.com/images/c9c87a09-69f5-4c5c-8d20-633539ab5aca.png;local;"[{""code"":""ES"",""name"":""ES""}]"
1a0cd761-d080-479b-81dd-7663578708ca;mamma-mia-30days-10gb;10 GB - 30 Days;IT;Italy;10 GB;30;20.5;"{""activation"":""Instant"",""coverage"":""Italy"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Mamma Mia;https://cdn.airalo.com/images/721f3897-6235-42af-ac93-079df4925487.jpg;https://cdn.airalo.com/images/5d7cdb58-591c-45d6-a9d1-050829acd0ab.png;local;"[{""code"":""IT"",""name"":""IT""}]"
94bd207a-8154-47a3-8e77-eda0731a81b1;mamma-mia-30days-20gb;20 GB - 30 Days;IT;Italy;20 GB;30;28.5;"{""activation"":""Instant"",""coverage"":""Italy"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Mamma Mia;https://cdn.airalo.com/images/721f3897-6235-42af-ac93-079df4925487.jpg;https://cdn.airalo.com/images/5d7cdb58-591c-45d6-a9d1-050829acd0ab.png;local;"[{""code"":""IT"",""name"":""IT""}]"
595c17f8-3b37-4114-9d08-08f8b3883f60;mamma-mia-in-3days-unlimited;Unlimited - 3 Days;IT;Italy;Unlimited;3;12.5;"{""activation"":""Instant"",""coverage"":""Italy"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Mamma Mia;https://cdn.airalo.com/images/09b6aaf1-66fd-480e-a68a-3872565176ef.jpg;https://cdn.airalo.com/images/5d7cdb58-591c-45d6-a9d1-050829acd0ab.png;local;"[{""code"":""IT"",""name"":""IT""}]"
8bbafb93-8cbe-43ce-9c13-dd12dfc7fdec;mamma-mia-in-5days-unlimited;Unlimited - 5 Days;IT;Italy;Unlimited;5;20.5;"{""activation"":""Instant"",""coverage"":""Italy"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Mamma Mia;https://cdn.airalo.com/images/09b6aaf1-66fd-480e-a68a-3872565176ef.jpg;https://cdn.airalo.com/images/5d7cdb58-591c-45d6-a9d1-050829acd0ab.png;local;"[{""code"":""IT"",""name"":""IT""}]"
b98fa197-4c9b-4f69-a8b5-1ec98367b25d;mamma-mia-in-7days-unlimited;Unlimited - 7 Days;IT;Italy;Unlimited;7;29.5;"{""activation"":""Instant"",""coverage"":""Italy"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Mamma Mia;https://cdn.airalo.com/images/09b6aaf1-66fd-480e-a68a-3872565176ef.jpg;https://cdn.airalo.com/images/5d7cdb58-591c-45d6-a9d1-050829acd0ab.png;local;"[{""code"":""IT"",""name"":""IT""}]"
3b114c36-f160-48e8-969b-df047a881c21;mamma-mia-in-10days-unlimited;Unlimited - 10 Days;IT;Italy;Unlimited;10;35.0;"{""activation"":""Instant"",""coverage"":""Italy"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Mamma Mia;https://cdn.airalo.com/images/09b6aaf1-66fd-480e-a68a-3872565176ef.jpg;https://cdn.airalo.com/images/5d7cdb58-591c-45d6-a9d1-050829acd0ab.png;local;"[{""code"":""IT"",""name"":""IT""}]"
37843f4b-d66f-4841-b672-ceb169f1c742;mamma-mia-in-15days-unlimited;Unlimited - 15 Days;IT;Italy;Unlimited;15;49.0;"{""activation"":""Instant"",""coverage"":""Italy"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Mamma Mia;https://cdn.airalo.com/images/09b6aaf1-66fd-480e-a68a-3872565176ef.jpg;https://cdn.airalo.com/images/5d7cdb58-591c-45d6-a9d1-050829acd0ab.png;local;"[{""code"":""IT"",""name"":""IT""}]"
cece0e24-59c8-4eba-80d0-21991eae9245;mamma-mia-in-30days-unlimited;Unlimited - 30 Days;IT;Italy;Unlimited;30;72.5;"{""activation"":""Instant"",""coverage"":""Italy"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Mamma Mia;https://cdn.airalo.com/images/09b6aaf1-66fd-480e-a68a-3872565176ef.jpg;https://cdn.airalo.com/images/5d7cdb58-591c-45d6-a9d1-050829acd0ab.png;local;"[{""code"":""IT"",""name"":""IT""}]"
2a2653f7-399f-4132-a40f-d8269e8604b0;merhaba-7days-1gb;1 GB - 7 Days;TR;Turkey;1 GB;7;4.5;"{""activation"":""Instant"",""coverage"":""Turkey"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Merhaba;https://cdn.airalo.com/images/b547f1c0-bb69-423a-b846-61cc0170699a.png;https://cdn.airalo.com/images/8efbff32-b788-4098-a957-7fc4b9febb50.png;local;"[{""code"":""TR"",""name"":""TR""}]"
c1293525-8248-4ec5-a85e-60f6d022ada2;merhaba-15days-2gb;2 GB - 15 Days;TR;Turkey;2 GB;15;6.0;"{""activation"":""Instant"",""coverage"":""Turkey"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Merhaba;https://cdn.airalo.com/images/b547f1c0-bb69-423a-b846-61cc0170699a.png;https://cdn.airalo.com/images/8efbff32-b788-4098-a957-7fc4b9febb50.png;local;"[{""code"":""TR"",""name"":""TR""}]"
c874ae59-e45e-408b-a259-94d9c0de90d0;merhaba-30days-3gb;3 GB - 30 Days;TR;Turkey;3 GB;30;6.5;"{""activation"":""Instant"",""coverage"":""Turkey"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Merhaba;https://cdn.airalo.com/images/b547f1c0-bb69-423a-b846-61cc0170699a.png;https://cdn.airalo.com/images/8efbff32-b788-4098-a957-7fc4b9febb50.png;local;"[{""code"":""TR"",""name"":""TR""}]"
35311246-cbaf-4ed6-a7bb-7b2f6f263e5e;merhaba-30days-5gb;5 GB - 30 Days;TR;Turkey;5 GB;30;10.0;"{""activation"":""Instant"",""coverage"":""Turkey"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Merhaba;https://cdn.airalo.com/images/b547f1c0-bb69-423a-b846-61cc0170699a.png;https://cdn.airalo.com/images/8efbff32-b788-4098-a957-7fc4b9febb50.png;local;"[{""code"":""TR"",""name"":""TR""}]"
ca15cd77-c36e-4231-a223-7a55f97ff56e;merhaba-30days-10gb;10 GB - 30 Days;TR;Turkey;10 GB;30;15.5;"{""activation"":""Instant"",""coverage"":""Turkey"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Merhaba;https://cdn.airalo.com/images/b547f1c0-bb69-423a-b846-61cc0170699a.png;https://cdn.airalo.com/images/8efbff32-b788-4098-a957-7fc4b9febb50.png;local;"[{""code"":""TR"",""name"":""TR""}]"
c7a04b07-a8e8-4d2c-b72c-31b5ca5ffcc3;merhaba-30days-20gb;20 GB - 30 Days;TR;Turkey;20 GB;30;22.5;"{""activation"":""Instant"",""coverage"":""Turkey"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Merhaba;https://cdn.airalo.com/images/b547f1c0-bb69-423a-b846-61cc0170699a.png;https://cdn.airalo.com/images/8efbff32-b788-4098-a957-7fc4b9febb50.png;local;"[{""code"":""TR"",""name"":""TR""}]"
f130afc6-346d-4e39-916d-4faf789a43fa;uki-mobile-plus-7days-1gb;1 GB - 10 SMS - 10 Mins - 7 Days;GB;United Kingdom;1 GB;7;4.0;"{""activation"":""Instant"",""coverage"":""United Kingdom"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Uki Mobile+;https://cdn.airalo.com/images/a689a4c3-e9c1-498c-9057-6568e43fa02d.png;https://cdn.airalo.com/images/38db53aa-6e44-4e65-a106-9465b8e25182.png;local;"[{""code"":""GB"",""name"":""GB""}]"
b371e221-a4d7-4a9f-95bd-a5ca48c38eac;uki-mobile-plus-15days-2gb;2 GB - 20 SMS - 20 Mins - 15 Days;GB;United Kingdom;2 GB;15;8.5;"{""activation"":""Instant"",""coverage"":""United Kingdom"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Uki Mobile+;https://cdn.airalo.com/images/a689a4c3-e9c1-498c-9057-6568e43fa02d.png;https://cdn.airalo.com/images/38db53aa-6e44-4e65-a106-9465b8e25182.png;local;"[{""code"":""GB"",""name"":""GB""}]"
06e0b51d-8e2a-4994-9626-31a3173c5ffc;uki-mobile-plus-30days-3gb;3 GB - 30 SMS - 30 Mins - 30 Days;GB;United Kingdom;3 GB;30;9.0;"{""activation"":""Instant"",""coverage"":""United Kingdom"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Uki Mobile+;https://cdn.airalo.com/images/a689a4c3-e9c1-498c-9057-6568e43fa02d.png;https://cdn.airalo.com/images/38db53aa-6e44-4e65-a106-9465b8e25182.png;local;"[{""code"":""GB"",""name"":""GB""}]"
750afd91-bf72-4605-99b9-91c74091864d;uki-mobile-plus-30days-5gb;5 GB - 50 SMS - 50 Mins - 30 Days;GB;United Kingdom;5 GB;30;13.0;"{""activation"":""Instant"",""coverage"":""United Kingdom"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Uki Mobile+;https://cdn.airalo.com/images/a689a4c3-e9c1-498c-9057-6568e43fa02d.png;https://cdn.airalo.com/images/38db53aa-6e44-4e65-a106-9465b8e25182.png;local;"[{""code"":""GB"",""name"":""GB""}]"
4f103ea5-812b-4951-815a-028b118d5eba;uki-mobile-plus-30days-10gb;10 GB - 100 SMS - 100 Mins - 30 Days;GB;United Kingdom;10 GB;30;19.5;"{""activation"":""Instant"",""coverage"":""United Kingdom"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Uki Mobile+;https://cdn.airalo.com/images/a689a4c3-e9c1-498c-9057-6568e43fa02d.png;https://cdn.airalo.com/images/38db53aa-6e44-4e65-a106-9465b8e25182.png;local;"[{""code"":""GB"",""name"":""GB""}]"
0bce79fd-d09c-44e7-a9fb-ce9f752c7118;chinacom-30days-20gb;20 GB - 30 Days;CN;China;20 GB;30;40.0;"{""activation"":""Instant"",""coverage"":""China"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Chinacom;https://cdn.airalo.com/images/fc5126e9-6f5f-49aa-a049-8fa0f5158015.png;https://cdn.airalo.com/images/301616a0-cd3e-4151-a4ec-78c8ddb04ca9.png;local;"[{""code"":""CN"",""name"":""CN""}]"
7beaf7b2-8806-40eb-b04e-50cd33e69c79;guay-mobile-15days-unlimited-x;Unlimited - 15 Days;ES;Spain;Unlimited;15;49.0;"{""activation"":""Instant"",""coverage"":""Spain"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Guay Mobile;https://cdn.airalo.com/images/020d2f69-c767-49a6-84d1-5bfbb1865bb5.png;https://cdn.airalo.com/images/c9c87a09-69f5-4c5c-8d20-633539ab5aca.png;local;"[{""code"":""ES"",""name"":""ES""}]"
fb7972e3-adf5-4d18-bbe2-17951dcd0ff3;guay-mobile-30days-unlimited-x;Unlimited - 30 Days;ES;Spain;Unlimited;30;76.67;"{""activation"":""Instant"",""coverage"":""Spain"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Guay Mobile;https://cdn.airalo.com/images/020d2f69-c767-49a6-84d1-5bfbb1865bb5.png;https://cdn.airalo.com/images/c9c87a09-69f5-4c5c-8d20-633539ab5aca.png;local;"[{""code"":""ES"",""name"":""ES""}]"
3eaec554-95bf-4010-afba-75d35e13d14b;mamma-mia-7days-1gb;1 GB - 7 Days;IT;Italy;1 GB;7;4.5;"{""activation"":""Instant"",""coverage"":""Italy"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Mamma Mia;https://cdn.airalo.com/images/721f3897-6235-42af-ac93-079df4925487.jpg;https://cdn.airalo.com/images/5d7cdb58-591c-45d6-a9d1-050829acd0ab.png;local;"[{""code"":""IT"",""name"":""IT""}]"
6638bd6d-7815-4a01-abb3-dfc84e86a107;mamma-mia-15days-2gb;2 GB - 15 Days;IT;Italy;2 GB;15;7.0;"{""activation"":""Instant"",""coverage"":""Italy"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Mamma Mia;https://cdn.airalo.com/images/721f3897-6235-42af-ac93-079df4925487.jpg;https://cdn.airalo.com/images/5d7cdb58-591c-45d6-a9d1-050829acd0ab.png;local;"[{""code"":""IT"",""name"":""IT""}]"
c217180d-7d39-4583-b467-7d66c75001e0;mamma-mia-30days-3gb;3 GB - 30 Days;IT;Italy;3 GB;30;8.5;"{""activation"":""Instant"",""coverage"":""Italy"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Mamma Mia;https://cdn.airalo.com/images/721f3897-6235-42af-ac93-079df4925487.jpg;https://cdn.airalo.com/images/5d7cdb58-591c-45d6-a9d1-050829acd0ab.png;local;"[{""code"":""IT"",""name"":""IT""}]"
43952dca-fe97-4b11-a165-70dc226eb8fa;mamma-mia-30days-5gb;5 GB - 30 Days;IT;Italy;5 GB;30;13.0;"{""activation"":""Instant"",""coverage"":""Italy"",""speed"":""4G/5G""}";True;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Mamma Mia;https://cdn.airalo.com/images/721f3897-6235-42af-ac93-079df4925487.jpg;https://cdn.airalo.com/images/5d7cdb58-591c-45d6-a9d1-050829acd0ab.png;local;"[{""code"":""IT"",""name"":""IT""}]"
7173fcef-cd57-4270-b8d3-d1dff95e77a2;uki-mobile-plus-30days-20gb;20 GB - 200 SMS - 200 Mins - 30 Days;GB;United Kingdom;20 GB;30;52.5;"{""activation"":""Instant"",""coverage"":""United Kingdom"",""speed"":""4G/5G""}";False;2025-11-06 21:01:03.853357+00;2025-12-02 14:08:51.508492+00;Uki Mobile+;https://cdn.airalo.com/images/a689a4c3-e9c1-498c-9057-6568e43fa02d.png;https://cdn.airalo.com/images/38db53aa-6e44-4e65-a106-9465b8e25182.png;local;"[{""code"":""GB"",""name"":""GB""}]"
